,ID,body,header
162,71333,"אז אולי תשאל את היועצת המשפטית, שישבה פה והנחתה אותנו לאורך כל השנים האחרונות, שאסור - לא לא לבוא, אסור לקום מהכיסא.",אופיר פינס-פז
163,71333,אף פעם לא אמרתי.,אנה שניידר
164,71333,"אנה, אני הייתי פה. מה השתנה?",אופיר פינס-פז
165,71333,לא השתנה שום דבר וגם אף פעם לא הנחיתי ברוח זאת.,אנה שניידר
166,71333,אז עכשיו יהיה ויכוח בינך לבינה מה היו ההנחיות?,"היו""ר רוני בר-און"
167,71333,"אני הולכת לפי מה שכתוב בתקנון. התקנון מצא לנכון להתייחס באופן מפורש לדיונים לנטילת חסינות של חבר כנסת, ונאמר באופן מפורש בסעיף 101א שיש סדרי דיון מיוחדים, ואז נאמר בסעיף קטן (ג): ""בכפוף לאמור בסעיף קטן (ב), לא יוחלף חבר הוועדה, אלא אם נבצר ממנו להשתתף בדיוני הוועדה"".",אנה שניידר
168,71333,מה פירוש הדבר אם נבצר ממנו?,דני יתום
169,71333,"השאלה מה אם נבצר ממנו - אין צורך כרגע לפרש אותה, כי נבצר ממנו זה דבר אינדיבידואלי של כל חבר כנסת, שהוועדה לא נכנסת לכך.

 דיונים רגילים של ועדות הכנסת - אין חובה של חבר כנסת להשתתף בהם, והדבר נתון לשיקול דעתו הבלעדית. לצורך כך גם נאמר בבג""ץ פנסחי, שחברי הכנסת צריכים לעיין בפרוטוקולים על מנת שיוכלו להצביע. אז התקנון לא אומר שחובה על חבר הכנסת לשבת.",אנה שניידר
170,71333,"הבנתי. הפרקטיקה כשאת ישבת פה, ואני ישבתי פה, היתה אחרת?",אופיר פינס-פז
171,71333,"הפרקטיקה נתונה לשיקול דעתו של כל חבר ועדה. אני לא יכולה להגיד לחבר ועדה: שב כאן מהתחלה ועד הסוף, ואל תצא.",אנה שניידר
172,71333,אבל אמרנו את זה בעבר.,אופיר פינס-פז
173,71333,אני לא זוכרת שאמרנו דבר כזה.,אנה שניידר
174,71333,תסתכלי בפרוטוקולים.,אופיר פינס-פז
175,71333,"אני מוכנה להסתכל בפרוטוקולים, אבל הפרקטיקה הזאת לא נובעת מהתקנון.",אנה שניידר
176,71333,תסתכלי בפרוטוקול.,אופיר פינס-פז
177,71333,"אם כרגע הוועדה מחליטה על סדרי דיון לפני שהיא מתחילה בדיון - זה רק דבר שאפשר לברך עליו, כדי שכללי המשחק יהיו ברורים לאורך כל הקו.",אנה שניידר
178,71333,עכשיו היה ברור הכל?,"היו""ר רוני בר-און"
179,71333,רק הסבתי את תשומת הלב שבעבר זה היה אחרת.,אופיר פינס-פז
180,71333,"אופיר, אני גם באינסטינקט חשבתי כמוך ואני מוכרח להודות שבמהלך הדיון בעניינה של חברת הכנסת בלומנטל גם כיוונתי את החברים לחובת השתתפות. מכיוון שעלו פה דברים, אני פניתי לייעוץ המשפטי, קיבלתי את התשובה, ואני - עם כל ההרגשה הפנימית שלי - לא יכול לשנות את התקנון. יכול להיות שזו יכולה להיות הצעה טובה לשינוי התקנון.","היו""ר רוני בר-און"
181,71333,"אדוני יושב-ראש הוועדה, אני מבקש לפנות לשני חבריי לסיעה - חבר הכנסת חזן וחבר הכנסת גורולובסקי - היות ואני חש ואני רואה שזו הופכת להיות ההצגה הכי טובה בעיר - ירושלים - ובכנסת, אני הייתי מבקש, על מנת לחסוך לשחקנים, לבמה ולקהל, את ההצגה הזאת- אדוני, תהיה עם קצת סבלנות - ברגע שהם יגיעו למסקנה - אם הם יגיעו למסקנה - שהם מסירים את חסינותם בעצמם, שיחסכו את ההצגה הזאת לשחקנים, לבמה ולקהל.",אהוד יתום
182,71333,למה בכלל להעלות את זה?,ענבל גבריאלי
183,71333,"סליחה, אהוד. אני חי פה בדיכוטומיה בין הבקשה של חברת הכנסת גלאון - שאני מתכוון לאמץ - שלא לחנך את חברי הוועדה, ולמוסר שקיבלתי פה מחברת הכנסת איציק. אני לא חושב שצריך להגיד את הבקשה הזאת. הם יודעים, תאמין לי. לכל אחד מהם יש ייעוץ משפטי, הם אנשים מבוגרים - כמוני וכמוך - והם יודעים שאנשים מדברים לטלוויזיה ושאין להם שום סיבה למסיבה לגבי מה שקורה פה. אני מבקש לא להזמין אותם לעשות מעשה שהם יודעים שהם יכולים לעשות אותו לבד. זה לא נכון לעשות את זה.","היו""ר רוני בר-און"
184,71333,"היות ודעתי ידועה וברורה, אני מרשה לעצמי לומר את העניין הזה, ואני לא חוזר בי מבקשתי.",אהוד יתום
185,71333,"אנחנו נפתח דיון לגופו של עניין ונמשיך בעניינו של חבר הכנסת חזן ביום שלישי, 16 בדצמבר. אם לא נסיים - נמשיך ביום רביעי, 17 בדצמבר. בעניינו של חבר הכנסת גורולובסקי נפתח שבוע אחרי כן ב- 23 בדצמבר, ואם לא נסיים - נמשיך ב- 24 בדצמבר.

 מיכאל, זה חשוב שתעביר זאת לעורך-הדין שלך. כשאנחנו נתחיל, אנחנו נתחיל עד שנסיים באותו יום - בין שתגיע המליאה ובין שנקבל אישור של המליאה להמשיך - אני מקווה שלא יהיה צורך בכך.

 ביום שלישי הבא אנחנו נתחיל בשעה 09:00 בבוקר, וביום רביעי הבא בשעה 09:00; גם ב- 23 וב-24 בדצמבר, בשעה 09:00 בבוקר, אני לא קובע שעת סיום. שעת סיום תהיה ככל שזה יתמשך.","היו""ר רוני בר-און"
186,71333,"אתה מראש קובע שזה יהיה דיון של יומיים, או לפי הצורך?",מיכאל גורולובסקי
187,71333,"לא, לא. אם נסיים באותו יום - אני קבעתי את הדיון של היום השני - משמרת שבמשמרת, למקרה שלא נסיים ביום הראשון, כדי שלא נשמע אז: אנחנו תפוסים, לא קבענו - לא מהפרקליטים, לא מכם, לא מהיועצים המשפטיים ולא מחברי הוועדה. רק במידת הצורך אנחנו נמשיך ביום השני של הדיונים, זאת אומרת שגם אם נסיים ביום שלישי את עניינו של חבר הכנסת חזן, לא נתחיל בעניין של חבר הכנסת גורולובסקי ביום רביעי. ההתחלה שלך היא ביום שלישי, 23 בדצמבר.

 תודה רבה. בנסיבות העניין, פרק זה בסדר היום תם. אני מודה לחברים.

ג. בקשות חברי הכנסת להקדמת הדיון בהצעות חוק הבאות – בקריאה טרומית:

הצעת חוק גדר הביטחון, התשס""ד-2003, של חבר הכנסת מתן וילנאי (פ/1576)

הצעת חוק גדר הביטחון, התשס""ד-2003, של חבר הכנסת דני יתום וקבוצת חברי הכנסת (פ/1631)","היו""ר רוני בר-און"
188,71333,"אנחנו ממשיכים בסדר היום – בקשות של חברי הכנסת להקדמת הדיון בהצעות החוק הבאות, בקריאה טרומית. הבקשה הראשונה היא בקשה לקיצור תקופת הנחה להצעת חוק גדר הביטחון, התשס""ד-2003, (פ/1576), של חבר הכנסת מתן וילנאי .

 בבקשה, חבר הכנסת וילנאי.","היו""ר רוני בר-און"
189,71333,"אני הגשתי הצעת חוק בנושא של הקמת גדר ביטחון מכיוון שראיתי שהממשלה לאורך זמן נכשלת בהקמת הגדר הזאת. בשנים האלה נרצחו מאות ישראלים, שהקמת הגדר ללא ספק היתה יכולה למנוע את האירוע שבו הם נרצחו. כל יום שעובר – אנחנו משלמים על כך מחיר, ולכן נדמה לי שגם חובת ההנחה צריכה להתקצר על מנת שהכנסת תוכל להביע את עמדתה בעניין.

 שנית, גם בעולם כולו מתחילות קריאות – עד להעברה של זה לבית הדין הבין-לאומי הגבוה בהאג – שיסבך את ישראל ללא ספק, וחוק כנסת יחזק את מעמדה של הממשלה גם בהתמודדות מול הלחץ הבין-לאומי בתחום הזה.

 לכן, מה שביקשתי זה לקצר את תקופת חובת ההנחה, להניח את הצעת החוק על שולחן הכנסת מוקדם ככל שניתן, עוד השבוע. תודה.",מתן וילנאי
190,71333,"הבקשה הבאה היא בקשתו של חבר הכנסת דני יתום, שעניינה אותו עניין למעשה, ולכן אני מבקש לשמוע גם אותך.","היו""ר רוני בר-און"
191,71333,"דומה שעם השנים האחרונות – בעיקר בשנה האחרונה – הולכת ומתרחבת ההבנה בקרב הציבור הישראלי ביחס לצורך בגדר ביטחון, והממשלה הרי כבר אימצה את הגדר הזו והחלה בבנייתה, ועדיין חסרים מאות קילומטרים.

 מאחר שיש הבנה בצורך בגדר, ויש הבנה בכך שרק חלק של הגדר לא יפתור את הבעיה, אלא ככל שהגדר תהיה ארוכה יותר כך ניתן יהיה להגן על יותר ויותר תושבים ואזרחים ישראלים- חשוב מאוד לסיים את הגדר מוקדם ככל האפשר, ועל כן יש חשיבות רבה מאוד שהכנסת תדון בכך מוקדם ככל האפשר.

 אנחנו עדים הבוקר להתראת פיגוע באזור דרום השרון, ודרום השרון זה כנראה לא מקרה שהוא חופף את הקטע האחרון של הגדר שכבר הושלמה, קרי מאלקנה ודרומה אין גדר, וזה כנראה לא מקרה שהמחבלים מתרכזים דווקא באזורים שבהם אין עדיין גדר, ולכן יש חשיבות עצומה בהשלמת הגדר.

 כל מה שההצעה הזאת אומרת זה להשלים את הגדר תוך שנה, והיא גם קובעת תוואי מסוים, בהיעדר החלטת ממשלה לגבי כל תוואי הגדר, לכל אורכו.",דני יתום
192,71333,יש תוואי.,אורי אריאל
193,71333,אין. אני לא יודע שהממשלה החליטה על כל התוואי.,דני יתום
194,71333,"אתה לא יודע, אבל יש החלטת ממשלה, עם מפה.",אורי אריאל
195,71333,"אה, מצוין, נהדר... דרך אגב, היא סודית או לפרסום?",דני יתום
196,71333,היא תעלה בוועדת חוץ וביטחון בעוד שבוע.,אורי אריאל
197,71333,"חבר הכנסת וילנאי, גם אתה מציע תוואי?","היו""ר רוני בר-און"
198,71333,"אני מציע לפי המלצת כוחות הביטחון, ואני מציע תאריך גמר.",מתן וילנאי
199,71333,"אני רואה שיש זהות בין שתי ההצעות שלכם לעניין עצם חובת ההשלמה – מה שנקרא, במימד הזמן. לגבי התוואי יש ביניכם חילוקי דעות?","היו""ר רוני בר-און"
200,71333,כן.,דני יתום
201,71333,כן.,מתן וילנאי
202,71333,"אז אנחנו נצביע פעמיים. יכול להיות שמישהו חושב שהזמן כן, אבל התוואי לא.

 עמדת ממשלה.","היו""ר רוני בר-און"
203,71333,אנחנו מתנגדים לפטור מחובת הנחה.,אריאלה קלעי
204,71333,בשתי הבקשות.,"היו""ר רוני בר-און"
205,71333,בשתי הבקשות.,אריאלה קלעי
206,71333,"אני תומך נלהב של הגדר, אני חושב שזה דבר מצוין.",רשף חן
207,71333,בעיקר בירושלים.,"היו""ר רוני בר-און"
208,71333,"בעיקר בכלל . אני חושב שהגדר זה דבר חשוב, אבל פרוייקט מהסוג הזה – כל פרוייקט- בעיקרון, אמור להיות בהחלטת ממשלה. זה לא נושא בדרך כלל – למעט מצבים מאוד יוצאי דופן – שמתאים לחקיקה.

 אני יכול לדמיין מצב שבו הממשלה נמנעת מלעשות משהו, והכנסת לא רואה שום דרך אחרת, אלא לבוא ולחוקק חוק שאומר לה: תבנו גדר, תעשו פעולה, אבל אנחנו לא נמצאים במצב הזה.

 החלטות הממשלה התקבלו, הממשלה החליטה לבנות את הגדר – למעשה, החלטות הממשלה תואמות במידה רבה - - -",רשף חן
209,71333,זו עמדת שינוי שלא מאיצים בהצעות חוק בממשלה?,"היו""ר רוני בר-און"
210,71333,"לא. אני לא חושב שמגישים הצעות חוק – אלא אם כן במצבים יוצאי דופן – שבהן אומרים לממשלה: תפעלי פעולה ספציפית, כמו לבנות גדר.

 אני חושב שזה כלי למצבי חירום ואני לא חושב שכרגע מצב החירום הזה קיים. אילו חשבתי שהוא קיים – הייתי חושב שיש מקום לפטור מחובת הנחה. אני חושב שיצטרכו להשתמש בחוק הזה – ובחוקים אחרים, אגב, שהונחו גם מטעם חברים מסיעת שינוי וחברים בליכוד וחברים אחרים – אם וכאשר יתברר שהממשלה לא פועלת לבניית הגדר. זה לא המצב.",רשף חן
211,71333,"אני חתום על הצעת החוק של חבר הכנסת מתן וילנאי, ואני חושב שאם היינו עושים את הגדר הזאת לפני שנתיים לאורך הקו הירוק - - -",אבשלום וילן
212,71333,אתה מסכים לתוואי הנוכחי?,אחמד טיבי
213,71333,לא. אני חושב שהתוואי – וזה גם כתוב בהצעה – צריך להיות פחות או יותר על הקו הירוק כדי להבטיח - - -,אבשלום וילן
214,71333,זה לא מה שאומר מתן.,אחמד טיבי
215,71333,"זה מה שאני אומר, תקרא את הטקסט.",אבשלום וילן
216,71333,"זה מה ששאל היושב-ראש, שזה שונה מההצעה של חבר הכנסת יתום.",אחמד טיבי
217,71333,זה שלי – על הקו הירוק ועוד גושי ההתנחלות הצמודים.,דני יתום
218,71333,"אני חתום על ההצעה של חבר הכנסת וילנאי, אני תומך בהצעה שהמשך הגדר יהיה על הקו הירוק.

 העמדות יכולות להיות בוויכוח, אבל הדחיפות קיימת – לאור מה שאנחנו רואים והעובדה שיש כמעט קונסנזוס כללי שהגדר מונעת פיגועים ויש קונסנזוס כללי שישראל הולכת להסתבך בגדול, אין מנוס אלא להחליט מהר על הקו הירוק כדי לצאת משני הצדדים של הדילמה.",אבשלום וילן
219,71333,"זאת אומרת, אתה אומר: אני לא רוצה גדר, העיקר שהיא תהיה על הקו הירוק.","היו""ר רוני בר-און"
220,71333,"אני כן רוצה גדר, ושתהיה על הקו הירוק.",אבשלום וילן
221,71333,"אדוני היושב-ראש, זה לא מיותר בדיון כזה לשבח את ראש הממשלה שעומד היום מול לחצים בנושא המשך בניית הגדר, ועל אף ההחלטות האמריקניות בנושא קיזוז כספי הערבויות ועל אף ביקורת בין-לאומית לא פשוטה, מתמיד בהחלטת הממשלה בתוואי הקיים, ואכן העבודות נמשכות ומתקיימות, ובכך אנחנו רוצים לחזק אותו.

 אני חייב לומר שאני קצת משועשע מהצעות החוק שהוגשו בנושא הזה.",גדעון סער
222,71333,כל התכלית שלנו פה זה לשעשע אותך.,"היו""ר רוני בר-און"
223,71333,"זו אחת התכליות החשובות, לא הייתי אומר כל התכלית, אבל ללא ספק אחד היעדים החשובים.",גדעון סער
224,71333,שעשועים שעולים שבעה מיליארד שקל. כרטיס לקרקס עולה 20 שקל.,יולי אדלשטיין
225,71333,"והיתה לי איזושהי פליאה שפתרתי אותה לעצמי. הפליאה היתה – איך יכול להיות שבהצעת חוק – טוב, לקבוע לוחות זמנים, במפלגת העבודה קובעים תמיד לוחות זמנים, ואנחנו רואים מה התוצאות – אבל בעיקר כאשר אומרים שתוואי הגדר ייקבע על-ידי כוחות הביטחון. אז קודם כל, יש פה ניסיון להוליך שולל, כאילו יש הבדל בין החלטת הממשלה לבין עמדת גורמי הביטחון, ולא היא.

 אבל, אני שואל את עצמי האם יש כאן בעצם איזו הצעה להכפיף את הממשלה הנבחרת לכוחות הביטחון, ומה יקרה נגיד אם תהיה מחלוקת, כפי שקורה - וחבריי מתן ודני יודעים את זה- נניח בין השב""כ לצה""ל, מיהו גורם העל בדמוקרטיה הישראלית?",גדעון סער
226,71333,המוסד.,קריאות
227,71333,"או בין אלוף פיקוד לראש אמ""ן - החלטת מי מחייבת?

 אני הגעתי למסקנה שהשנים הארוכות שלכם והברוכות בשירות צבא הגנה לישראל גרמו לשיבוש מסוים בתפיסת עולמכם הדמוקרטית, ולכן אני רוצה להזכיר לכם שבמדינה דמוקרטית יש ממשלה. ממשלה מקבלת את ההחלטות, החלטותיה מתבצעות – כך יהיה גם במקרה הזה, ודין ההצעות שלכם לא רק לא להתקבל, אלא ודאי להידחות גם היום בדיון בוועדה.",גדעון סער
228,71333,- - -,קריאות
229,71333,זה המקום היחיד שחבר הכנסת סער מדבר על דמוקרטיה.,אחמד טיבי
230,71333,85% מהחלטות הממשלה לא מתבצעות - - -,אבשלום וילן
231,71333,עד כאן הפרק הנוגע לעינוגיו של יושב-ראש הקואליציה בוועדת הכנסת.,"היו""ר רוני בר-און"
232,71333,"אני לא כל-כך הבנתי מה הקשר בין העמדות של כולנו בנושא הגדר לדיון הנוכחי, אבל אם כבר כולם התבטאו בנושא הזה, אז אני יכול להיות קונטרה לידידי יושב-ראש סיעת שינוי, ולומר שאני מתייחס לנושא הגדר בלשון נקיה מאוד בסקפטיות, ואני לא חושב שצריך להשלים אותה לא בתוך שנה ולא בתוך חמש שנים, כי חבל פשוט על הכסף.",יולי אדלשטיין
233,71333,אלא? במקום גדר מה?,דליה איציק
234,71333,זאת בדיוק השאלה – איך הגענו לגדר בלי לבדוק את האלטרנטיבות. ואם מישהו מכם יודע על האלטרנטיבות – אז שיגיד לי. בינתיים מסתבר שלא ראש הממשלה ולא שר הביטחון יודעים.,יולי אדלשטיין
235,71333,"אתה יוצא נגד עמדת ראש הממשלה, יולי?",אבשלום וילן
236,71333,"כן. אני גם בשונה מחברי גדעון סער, לא רוצה לשבח את ראש הממשלה בנושא הגדר- מותר לי, לא?",יולי אדלשטיין
237,71333,האומנם?,קריאה
238,71333,"אבל, אדוני יושב-ראש הוועדה, לצורך הדיון עצמו – כי כל שאר הדברים היו פחות רלוונטיים – אני חושב שנאמרו כאן דברים נכונים, שחקיקה לגבי פעולה ספציפית של הממשלה היא לא חקיקה מקובלת במוסד הזה. לכן, אני לא רואה בה לא צורך ולא צורך במתן פטור מחובת הנחה.",יולי אדלשטיין
239,71333,"אתם רוצים להשיב, בבקשה.","היו""ר רוני בר-און"
240,71333,"לחבר הכנסת חן – יש לי פה את הצעת ההחלטה של מועצת שינוי, יש לכם ועדת חוץ וביטחון: מועצת שינוי רואה בגדר הביטחונית אמצעי הגנה חיוני, היא דורשת - - -",מתן וילנאי
241,71333,"אגב, אני מבקש שזה יהיה תקדים שהחלטות מועצת שינוי הן מחייבות את מפלגת העבודה.",רשף חן
242,71333,"אני התכוונתי לציין לשבח שיש לכם גם מועצה, גם ועדת חוץ וביטחון, אבל אל תידבקו מהממשלה, תממשו את ההחלטות שלכם.",מתן וילנאי
243,71333,"חברת הכנסת איציק, לכם יש כבר מועד לפריימריז?",גדעון סער
244,71333,"אם אתה רוצה להקניט את מתן – אתה לא תצליח כי הוא מאוד-מאוד פופולרי, ולא רק בסקרים.",דליה איציק
245,71333,"לכן אני רוצה שיהיו פריימריז, שאתם לא תשבשו את יכולתו להיבחר. הרי אתם רוצים להאריך את כהונת היושב-ראש הזמני בדיוק מהטעם הזה, כדי למנוע ממתן להיבחר.",גדעון סער
246,71333,"אתה רוצה להיות יושב-ראש האופוזיציה, שאתה כל-כך מתעניין?",אבשלום וילן
247,71333,"כאשר חבר כנסת מהאופוזיציה מביע עמדה לגבי המוסדות הדמוקרטיים במפלגה המשתייכת לקואליציה, זה בהחלט לגיטימי שבשורות הקואליציה יביעו התעניינות דומה.",גדעון סער
248,71333,"מועצת שינוי ביקשה מחברי הכנסת לפעול ולתמוך בהצעות חקיקה שהונחו על שולחן הכנסת, ולכן כפי שציינתי, יש מספר הצעות גם של חברי שינוי.",מתן וילנאי
249,71333,"יש לנו גם בית-דין, ואתה יכול לפנות אליו - - -",רשף חן
250,71333,זה לא יהיה פינג-פונג.,"היו""ר רוני בר-און"
251,71333,"אין ספק – ואני עונה לחבר הכנסת יולי אדלשטיין בעניין הזה – בחשיבות הגדר ובדחיפות שלה, אין דיון על העניין. אין איש ביטחון אחד – לא בשב""כ, לא במוסד, לא בצבא – שיגיד לך שלא צריך גדר. היחידים שיגידו את זה אלה הפוליטיקאים.",מתן וילנאי
252,71333,הוויכוח הוא על המיקום.,אליעזר כהן
253,71333,"נכון. לכן, אין ויכוח על הגדר.",מתן וילנאי
254,71333,"מה זה מלמד אותי, אני לא הבנתי. ודאי שיותר נוח לי להיות מ""פ אם יש לי גדר, אבל זאת לא השאלה.",יולי אדלשטיין
255,71333,"אני חוזר שוב - אין ויכוח על הצד הביטחוני של הגדר, נקודה. אף פעם לא היה. תמיד הוויכוח הזה הוא ויכוח פוליטי, ולכן זה עולה כאן.

 הממשלה החליטה את זה - עוד כשישבנו שם - ביולי 2001, זאת אומרת זה למעלה משנתיים, והגדר לא הסתיימה.

 אני בניתי גדר בעזה - נכון, רק 54 קילומטר - בארבעה חודשים, אז כאן בכל מכפלה שלא תעשה, ברור שזה היה צריך כבר להסתיים.",מתן וילנאי
256,71333,אז לא חסרו לך המיליארדים שחסרים היום.,אליעזר כהן
257,71333,תמיד היה חסר. גם בשנות ה-50 היה חסר.,מתן וילנאי
258,71333,"איך אתה עושה את המכפלות? אם אתה עושה לפי 540, זה פי 10.",אורי אריאל
259,71333,"והדבר האחרון - תמיד יש מנגנון כדי לפתור חילוקי דעות בין גורמי הביטחון, ובממשלה - והמנגנון הזה יופעל גם במקרה הזה.",מתן וילנאי
260,71333,היות שדיברו גם על חשיבות הגדר - הגדר היא הרי הדבר שיוביל לראשונה את מדינת ישראל לבית הדין הבין-לאומי לפשעי מלחמה.,אחמד טיבי
261,71333,"לא, לא, זה לא בית דין לפשעי מלחמה.",דני יתום
262,71333,זה לא לפשעי מלחמה.,מתן וילנאי
263,71333,בית הדין הפלילי.,אחמד טיבי
264,71333,- - -,קריאות
265,71333,ההחלטה ידועה.,אחמד טיבי
266,71333,אני מבטיח לך שהכנסת תבחר בך לייצג אותה שם. אתה תהיה הסניגור של מדינת ישראל שם.,"היו""ר רוני בר-און"
267,71333,"לא בנושא הזה.

אנשים לא יודעים מה המציאות שיוצרת הגדר בשטח. מדובר בכלי שהוא כלי להשפלת בני אדם, ואני תוהה למה תמיד - משך 50 השנים האחרונות - כל דבר שיש בו השפלה עד עפר של פלסטינים, יוצא ממפלגת העבודה ומהשמאל בישראל, ומה שאתה מציג, מתן, בנושא הגדר, זאת הצעה של מפלגה שאין לה תוכנית מדינית.",אחמד טיבי
268,71333,"מה, מה? זאת התקפה על השמאל עכשיו?",אורי אריאל
269,71333,"היחידים, אגב, שאין להם תוכנית מדינית זה העבודה.",אחמד טיבי
270,71333,"אדוני, אני מבקשת להביא זווית נוספת שאולי לא הושמעה כאן, והיא אולי תנעם לאוזניהם של חבריי מהליכוד.

 אני הייתי במדריד בסוף השבוע יחד עם חבר הכנסת גדעון סער, חבר הכנסת טיבי, ואחרים.",דליה איציק
271,71333,וחבר הכנסת דני יתום.,אחמד טיבי
272,71333,"דני יתום - זה נוגע בהצעה שלו.והעובדה שהגדר הזאת נתפסת גם אצל הפלסטינים כאחד מהדברים הקשים ביותר שמדינת ישראל הולכת לעשות, העובדה שהם משתמשים בה כלפי העולם, העובדה שאירופה מתייחסת לגדר הזאת לא בשכל, לא בצדק, ובשביל אירופה - שהיתה תמיד בוגדנית כלפי ישראל - הסיפור של הגדר הוא סיפור שהם מאוד משתמשים בו - הם כמובן לא קוראים לזה fence, הם קוראים לזה wall, שהמשמעות של זה היא הרבה יותר חריפה - אני חשבתי שהעובדה שימין ושמאל בכנסת מתלכדים סביב העניין של הגדר, היא כלפי כולי עלמא הוכחה שסביב העניין הזה אין אופוזיציה-קואליציה.

 יש ויכוח על התוואי - נכון, ויכוח אפילו קשה - אבל אין ויכוח על הקמת הגדר, ואני חושבת שזה מאוד-מאוד נכון דווקא בשעה הזאת, כשהולכים לבית הדין והולכים למקומות אחרים כדי לתבוע את ישראל, גם באו""ם - אני חושבת שזה שכנסת ישראל - שמאל וימין - מתלכדים סביב העניין הזה, בעיני זאת תשובה מוחצת כלפי העולם, שקם עלינו בסוגיה הזאת.",דליה איציק
273,71333,"אני אשיב בקצרה. ראשית, אני נתלה באילן מאוד גבוה - שזה ראש הממשלה - שהחליט על גדר.

 שנית, אין לי ספק שהחלטת כנסת - בלי להיכנס עכשיו למהות של ההחלטה - אבל החלטת כנסת שתתמוך בגדר, תסייע לעמידה האיתנה של חבר הכנסת גדעון סער ותסייע לעמידה האיתנה של ראש הממשלה.",דני יתום
274,71333,אל תדאג לעמידה האיתנה שלי.,גדעון סער
275,71333,"הדבר השלישי - אני חייב לומר, שבניגוד לחבר הכנסת סער, אני לא משועשע בכלל מהמצב . המצב הזה גורם לי לעצב רב, והלוואי והיו לי סיבות להיות משועשע.

 הנושא האחרון - חשוב מאוד לקבוע זמן מכיוון שזמן - לדעתי, עד כמה שאני יודע - חסר בהחלטת הממשלה, וזמן יאפשר לנו כחברי כנסת לבקר את פעילות הממשלה.",דני יתום
276,71333,"אנחנו עוברים להצבעה. מכיוון ששתי ההצעות שונות בעניין שלטעמי הוא מהותי - וזה התוואי - אני סברתי מלכתחילה שיש להצביע על שתיהן ביחד, אבל מכיוון שיש משהו שמבחין ביניהן, אנחנו נצביע בנפרד.

 מי בעד מתן פטור מחובת הנחה להצעתו של חבר הכנסת מתן וילנאי, ירים את ידו.

ה צ ב ע ה

בעד - 4

נגד - 9

נמנעים - אין

הבקשה למתן פטור מחובת הנחה מוקדמת על שולחן הכנסת להצעת חוק גדר הביטחון, התשס""ד-2003, לא נתקבלה.","היו""ר רוני בר-און"
277,71333,אני קובע אפוא שבקשתו של חבר הכנסת מתן וילנאי למתן פטור מחובת הנחה לא נתקבלה.,"היו""ר רוני בר-און"
278,71333,אני המום.,מתן וילנאי
279,71333,"שלב ההספדים זה אחרי, אבל אל תהיה המום - יכול להיות שתתנחם.","היו""ר רוני בר-און"
280,71333,לכן אני נשאר פה במתח.,מתן וילנאי
281,71333,"אנחנו מעמידים להצבעה את בקשתו של חבר הכנסת דני יתום בעניין פטור מחובת הנחה- באותו עניין, עם השינויים. מי בעד לפטור מחובת הנחה את בקשתו של חבר הכנסת דני יתום?

ה צ ב ע ה

בעד - 4

נגד - 9

נמנעים - 1

הבקשה של חבר הכנסת דני יתום לפטור מחובת הנחה מוקדמת על שולחן הכנסת את הצעת חוק גדר הביטחון, התשס""ד-2003, לא נתקבלה.","היו""ר רוני בר-און"
282,71333,"בנמנע אחד, הבקשה גם היא נדחית.

3. הצעת חוק שידורי פרסומות, תשדירי שירות ושידורי חסות בגלי צהל, התשס""ד-2003,

של חבר הכנסת אורי אריאל (פ/1632)","היו""ר רוני בר-און"
283,71333,"הבקשה השלישית היא בקשתו של חבר הכנסת אורי אריאל - פטור מחובת הנחה של הצעת חוק בדבר התרת שידורי פרסומות בגל""צ.","היו""ר רוני בר-און"
284,71333,"היות והחוק הזה מסדיר לקונה שהיתה בחוק, הצעת החוק שמונחת בפניכם נוסחה על-ידי מערכת הביטחון, בתיאום עם גל""צ, עם כל הגורמים. גם הוגש תזכיר לכל המשרדים והגורמים הנוגעים בדבר, כך שאני חושב שאין פה שום בעיה.",אורי אריאל
285,71333,אז אולי הממשלה מסכימה.,רשף חן
286,71333,הממשלה לא מסכימה.,אריאלה קלעי
287,71333,"תודה רבה לך על העזרה בניהול, חבר הכנסת רשף חן.","היו""ר רוני בר-און"
288,71333,"אין בעיה מבחינת הזמן שדרוש למשרדי הממשלה או לגופים אחרים שצריכים לענות לעניין.

 היות והבקשה הזאת - יש לה השלכה על תקציב המדינה - אני מבקש לאשר לה פטור מחובת הנחה, כך שנוכל לחוקק את החוק בהקדם.",אורי אריאל
289,71333,"אדוני היושב-ראש, להציג את הצעת החוק הזאת כהסדרת לקונה, זה הייתי אומר שובה לב, אבל רחוק מהאמת - ואני מדגיש, רחוק מהאמת.

 לא בכדי, העניין הזה לא מוסדר. לעניין הזה או להסדרתו, יש השלכות למרות שבעניין זה, גלי צה""ל, לצערי - אני לא השתכנעתי שהיא מקפידה בשמירת החוק בנושא הזה - יש לו השלכות מרחיקות לכת על תשדירי החסות ברשות השידור, דהיינו על הכנסות, ואולי גם על הרשות השנייה.",גדעון סער
290,71333,- - -,אחמד טיבי
291,71333,"יכול להיות. דרך אגב, אתה יודע שאני תומך בעמדה הזאת, ומי שיביא לכנסת הצעה כזאת - אני אתמוך בו.",גדעון סער
292,71333,"גדעון, החוק הזה יהיה מוגבל בסכום. בשוק של כמה מיליארדים, 20 מיליון.",אורי אריאל
293,71333,לא חשוב.,גדעון סער
294,71333,כן חשוב.,אורי אריאל
